TeamId,TeamName,SubmissionDate,Score
4235605,"Mateus P. Garcia","2020-02-07 21:22:41",0.82347
4249855,"Debaditya #2","2020-02-08 05:57:53",0.80018
4276849,"Kunal Sawant","2020-02-08 08:09:40",0.80447
4235605,"Mateus P. Garcia","2020-02-08 22:28:55",0.83113
4235605,"Mateus P. Garcia","2020-02-09 00:03:30",0.84125
4322110,"Ashutosh Pandey #2","2020-02-10 09:47:05",0.79957
4351415,"Sindhu Karnati","2020-02-10 10:55:40",0.78853
4322110,"Ashutosh Pandey #2","2020-02-10 11:03:01",0.80018
4179499,wtf,"2020-02-10 12:59:12",0.84615
4184437,riziko,"2020-02-10 23:11:06",0.79497
4265800,"Xiao Song","2020-02-11 05:59:33",0.73797
4372247,"Keyang Ding","2020-02-11 07:35:08",0.77352
4344738,Abdelmohaimen,"2020-02-11 11:27:08",0.80049
4346189,CLoon,"2020-02-11 11:35:04",0.78761
4374116,Marci,"2020-02-11 19:13:20",0.79742
4297659,Egg,"2020-02-12 02:19:54",0.79773
4340986,Aleksandr,"2020-02-12 09:08:49",0.83665
4344738,Abdelmohaimen,"2020-02-12 15:26:17",0.80478
4249290,Dmitri9149,"2020-02-12 17:45:14",0.83818
4249290,Dmitri9149,"2020-02-12 18:18:41",0.83941
4384490,MarioGzSl,"2020-02-13 04:30:07",0.79313
4282415,psett,"2020-02-13 19:16:49",0.78945
4257409,"Fasih Ahmad","2020-02-14 01:38:27",0.71100
4346189,CLoon,"2020-02-14 16:31:36",0.79344
4346189,CLoon,"2020-02-15 08:26:42",0.79589
4397142,"Nikita Suharev","2020-02-15 13:46:43",0.79558
4397142,"Nikita Suharev","2020-02-16 04:41:29",0.79742
4359397,"Ab Avenger","2020-02-16 04:57:07",0.80447
4362998,"Ivan Matoshchuk","2020-02-16 11:25:26",0.57033
4402414,akataev96,"2020-02-16 15:22:07",1.00000
4385567,"Sergey Akulich","2020-02-16 15:24:21",0.80447
4401717,normall777,"2020-02-16 15:46:37",1.00000
4390899,Dmitry_Nokhrin,"2020-02-16 16:38:44",0.80447
4390899,Dmitry_Nokhrin,"2020-02-16 16:49:27",1.00000
4331479,"Mohamed MZAOUALI","2020-02-16 21:01:25",0.80018
4206331,Sourabh3127,"2020-02-17 03:57:15",0.77260
4392162,"Joan Anastasia Nwatu","2020-02-17 09:11:40",0.76340
4346189,CLoon,"2020-02-17 13:19:02",0.79834
4382047,"Bitan Ghosh","2020-02-17 15:42:24",0.00000
4397142,"Nikita Suharev","2020-02-17 16:43:19",0.79773
4292861,Jainish,"2020-02-17 18:29:06",0.79190
4297659,Egg,"2020-02-18 00:19:27",0.83113
4292861,Jainish,"2020-02-18 03:04:25",0.79344
4297659,Egg,"2020-02-18 03:25:09",0.83174
4295317,neha,"2020-02-18 09:14:13",0.77842
4184437,riziko,"2020-02-18 11:20:19",0.80631
4397142,"Nikita Suharev","2020-02-18 13:15:26",0.79926
4184437,riziko,"2020-02-18 17:30:52",0.80999
4184437,riziko,"2020-02-18 18:01:29",0.81336
4297659,Egg,"2020-02-19 00:11:01",0.83236
4294032,"Mario Rugeles","2020-02-19 12:18:36",0.79589
4346189,CLoon,"2020-02-19 15:20:13",0.81121
4382047,"Bitan Ghosh","2020-02-19 15:46:06",0.57952
4294032,"Mario Rugeles","2020-02-19 17:53:57",0.79619
4421296,"Santiago González","2020-02-20 00:29:36",0.82929
4382047,"Bitan Ghosh","2020-02-20 14:22:03",0.76463
4389434,DanZter,"2020-02-20 17:43:03",0.78057
4366181,"Jin Shi","2020-02-21 01:24:14",0.78057
4282415,psett,"2020-02-21 11:00:18",0.79221
4382047,"Bitan Ghosh","2020-02-21 15:33:57",1.00000
4326219,"Sayon Dutta","2020-02-21 18:32:05",1.00000
4295317,neha,"2020-02-21 19:39:52",0.79252
4297659,Egg,"2020-02-21 20:20:36",0.83512
4297659,Egg,"2020-02-21 20:21:59",0.83604
4297659,Egg,"2020-02-21 21:33:24",0.83818
4344817,"Arpit Gupta251993","2020-02-21 22:54:42",0.76739
4344817,"Arpit Gupta251993","2020-02-21 23:04:35",0.80110
4297659,Egg,"2020-02-22 00:03:11",0.83941
4362998,"Ivan Matoshchuk","2020-02-22 23:30:45",0.78823
4197293,"Vidhi Gupta","2020-02-23 00:38:31",0.77719
4197293,"Vidhi Gupta","2020-02-23 03:54:20",0.79129
4362998,"Ivan Matoshchuk","2020-02-23 10:28:30",0.79497
4362998,"Ivan Matoshchuk","2020-02-23 11:25:36",0.79650
4373583,Hanxun,"2020-02-23 14:41:01",0.80723
4439398,"Hossein Masoumi","2020-02-23 15:00:19",0.77995
4439398,"Hossein Masoumi","2020-02-23 15:08:14",0.80753
4439989,GBGB,"2020-02-23 23:31:36",0.76800
4406837,Leblanc,"2020-02-24 02:53:11",0.78057
4330565,"Sandesh Sharma","2020-02-24 18:59:23",0.77597
4330565,"Sandesh Sharma","2020-02-24 19:24:17",0.77781
4406837,Leblanc,"2020-02-25 02:49:51",0.79313
4404672,Yuuki,"2020-02-25 03:09:53",0.77750
4384953,abhisheknimje,"2020-02-25 16:04:41",0.71682
4384953,abhisheknimje,"2020-02-25 16:58:42",0.78976
4200956,"soham mukherjee","2020-02-25 17:41:13",1.00000
4451548,"Patrick Sánchez","2020-02-25 19:31:13",0.79313
4422240,lance4129,"2020-02-26 15:26:24",0.77106
4422240,lance4129,"2020-02-26 16:43:27",0.79834
4328094,MAM,"2020-02-27 02:29:08",0.78148
4170032,"SAIT VNTU","2020-02-27 12:11:44",0.83910
4465057,"Manas #2","2020-02-28 07:33:24",0.79007
4448969,"MANJARI MUKHERJEE","2020-02-28 11:12:58",0.53968
4459562,"Srutimala Deka","2020-02-29 05:28:50",0.80263
4459484,"Anuj Dubey","2020-02-29 13:20:28",0.78394
4459484,"Anuj Dubey","2020-02-29 13:36:22",0.79466
4184437,riziko,"2020-02-29 17:11:54",0.82991
4459484,"Anuj Dubey","2020-03-01 07:53:42",0.79711
4459484,"Anuj Dubey","2020-03-01 12:45:58",0.80140
4459484,"Anuj Dubey","2020-03-01 12:59:11",0.80171
4384490,MarioGzSl,"2020-03-01 15:43:47",0.80202
4426217,"Leksono Nanto P","2020-03-01 16:22:06",0.78026
4384490,MarioGzSl,"2020-03-01 16:43:08",0.80478
4426217,"Leksono Nanto P","2020-03-02 00:13:59",0.78761
4397142,"Nikita Suharev","2020-03-02 05:12:00",0.81826
4397142,"Nikita Suharev","2020-03-02 07:39:31",0.82408
4465057,"Manas #2","2020-03-02 13:39:52",0.79190
4170032,"SAIT VNTU","2020-03-02 15:40:39",0.84216
4384490,MarioGzSl,"2020-03-03 02:36:51",0.80508
4478061,Lowry1994,"2020-03-03 09:33:22",0.83358
4487045,"Dhruv Gangwani #2","2020-03-03 09:48:36",0.79926
4426217,"Leksono Nanto P","2020-03-03 11:04:31",0.78884
4426217,"Leksono Nanto P","2020-03-04 04:41:32",0.79129
4487045,"Dhruv Gangwani #2","2020-03-04 06:24:20",0.80140
4404672,Yuuki,"2020-03-04 06:33:40",0.81673
4492024,"Manjeet Singh","2020-03-04 15:19:49",0.79711
4496490,"Vybhav Nath C A","2020-03-04 18:50:46",0.77015
4498155,wangqiyuan,"2020-03-05 03:36:22",0.81612
4465057,"Manas #2","2020-03-05 05:29:04",0.79773
4465057,"Manas #2","2020-03-05 05:36:01",0.79895
4465057,"Manas #2","2020-03-05 06:11:52",0.79957
4249290,Dmitri9149,"2020-03-05 10:18:35",0.83971
4472347,"Trivikram Umanath","2020-03-05 18:31:30",0.79589
4465057,"Manas #2","2020-03-06 05:03:39",0.80386
4426217,"Leksono Nanto P","2020-03-06 09:14:07",0.82592
4482269,"Jagdish Mirchandani","2020-03-06 12:05:58",0.00000
4374116,Marci,"2020-03-06 16:12:22",0.79987
4507223,"Shudipto Trafder","2020-03-06 17:54:55",0.79681
4384490,MarioGzSl,"2020-03-07 06:09:32",0.80876
4384490,MarioGzSl,"2020-03-07 06:16:05",0.80999
4507223,"Shudipto Trafder","2020-03-07 07:03:58",0.80539
4492899,"Utkarsh #2","2020-03-07 08:14:06",0.78486
4459484,"Anuj Dubey","2020-03-07 08:47:41",0.80692
4492899,"Utkarsh #2","2020-03-07 09:05:22",0.78945
4459484,"Anuj Dubey","2020-03-07 09:33:27",0.80723
4171069,5amessi,"2020-03-07 10:32:19",0.00000
4171069,5amessi,"2020-03-07 10:34:07",0.76647
4173738,"isa k [dsmlkz]","2020-03-07 15:51:40",0.82347
4346189,CLoon,"2020-03-07 16:47:52",0.82102
4492899,"Utkarsh #2","2020-03-07 19:32:14",0.79313
4492899,"Utkarsh #2","2020-03-07 19:34:36",0.79344
4482036,"Sabyasachi Das","2020-03-07 20:16:12",0.78148
4294032,"Mario Rugeles","2020-03-07 21:20:43",0.83021
4428726,"Alec Zoeller","2020-03-08 05:33:11",0.69598
4511321,"Raenish David","2020-03-08 08:16:52",0.77995
4351078,Mohit,"2020-03-08 12:23:43",0.84216
4492899,"Utkarsh #2","2020-03-08 14:58:24",0.79957
4515313,"Christopher FitzPatrick","2020-03-08 16:40:40",0.79313
4482036,"Sabyasachi Das","2020-03-09 02:49:43",0.80263
4515313,"Christopher FitzPatrick","2020-03-09 07:54:09",0.79650
4492024,"Manjeet Singh","2020-03-09 08:38:53",1.00000
4470102,"Shoubhik Dasgupta","2020-03-09 10:27:59",0.79436
4470102,"Shoubhik Dasgupta","2020-03-09 11:18:01",0.79558
4265800,"Xiao Song","2020-03-09 11:44:27",0.74042
4511321,"Raenish David","2020-03-09 18:18:09",0.78639
4273927,Thanosk09,"2020-03-10 01:59:38",0.79282
4521724,"shyambhu Mukherjee","2020-03-10 02:24:52",0.00000
4521724,"shyambhu Mukherjee","2020-03-10 02:35:09",0.42966
4197293,"Vidhi Gupta","2020-03-10 06:11:26",0.79803
4197293,"Vidhi Gupta","2020-03-10 06:19:59",0.79987
4197293,"Vidhi Gupta","2020-03-10 06:29:56",0.80355
4273927,Thanosk09,"2020-03-10 10:58:06",0.79803
4482269,"Jagdish Mirchandani","2020-03-10 12:18:29",0.52834
4346189,CLoon,"2020-03-10 12:38:03",0.82439
4273927,Thanosk09,"2020-03-10 17:28:35",0.79926
4328094,MAM,"2020-03-10 17:46:44",0.79926
4173738,"isa k [dsmlkz]","2020-03-11 06:18:46",0.82408
4273927,Thanosk09,"2020-03-11 08:50:49",1.00000
4521724,"shyambhu Mukherjee","2020-03-11 20:04:04",0.76064
4521724,"shyambhu Mukherjee","2020-03-11 21:08:01",0.79374
4548083,"Vaibav Paliwal","2020-03-14 23:28:25",0.78363
4206331,Sourabh3127,"2020-03-14 23:36:09",0.77290
4206331,Sourabh3127,"2020-03-14 23:38:14",0.77321
4206331,Sourabh3127,"2020-03-15 00:01:22",0.77627
4206331,Sourabh3127,"2020-03-15 00:24:37",0.77873
4548083,"Vaibav Paliwal","2020-03-15 10:53:28",0.79558
4548083,"Vaibav Paliwal","2020-03-16 00:13:06",0.81979
4548083,"Vaibav Paliwal","2020-03-16 01:37:07",0.82133
4264039,"Rob Pal","2020-03-16 22:56:28",0.79711
4328094,MAM,"2020-03-17 22:00:50",0.80232
4374116,Marci,"2020-03-18 19:47:48",0.80539
4471169,"Prasanna Kumar","2020-03-19 06:08:42",0.78057
4385645,"Sokol Heavy","2020-03-19 11:54:20",0.44253
4521389,JoyZ,"2020-03-19 18:17:23",0.84002
4376389,Better,"2020-03-19 21:08:58",0.83328
4194077,"boiledfishpot ","2020-03-20 02:06:39",0.82531
4471169,"Prasanna Kumar","2020-03-20 04:39:35",0.79068
4194077,"boiledfishpot ","2020-03-20 07:20:48",0.82684
4386806,mpgxcKaggle,"2020-03-20 07:21:49",0.81428
4295317,neha,"2020-03-20 09:00:22",0.79282
4374116,Marci,"2020-03-20 10:34:53",0.82899
4171069,5amessi,"2020-03-20 13:37:53",0.77934
4171069,5amessi,"2020-03-20 14:03:51",0.78884
4551672,"KIMBERLY VAN","2020-03-20 18:00:22",0.79895
4200650,"Mayank Desai","2020-03-21 07:38:59",0.78577
4200650,"Mayank Desai","2020-03-21 12:23:37",0.78976
4385645,"Sokol Heavy","2020-03-21 14:40:03",0.84216
4171069,5amessi,"2020-03-21 19:27:27",0.79068
4585062,"divya madamanchi","2020-03-21 19:59:58",0.70334
4588723,"Siarhei Fialka","2020-03-21 22:06:53",0.57033
4548083,"Vaibav Paliwal","2020-03-21 23:31:07",1.00000
4415926,agrover112,"2020-03-22 00:36:23",0.75237
4415926,agrover112,"2020-03-22 00:52:34",0.78516
4588723,"Siarhei Fialka","2020-03-22 00:55:53",0.83113
4511321,"Raenish David","2020-03-22 06:39:46",0.79282
4530656,"Suyash Singh","2020-03-22 08:02:26",0.78547
4346189,CLoon,"2020-03-22 10:13:55",0.82807
4415926,agrover112,"2020-03-22 14:19:21",0.79528
4511321,"Raenish David","2020-03-22 15:04:06",0.79313
4532700,Madz2000,"2020-03-22 15:41:26",0.63959
4532700,Madz2000,"2020-03-22 15:42:03",0.66687
4511321,"Raenish David","2020-03-22 17:43:05",0.80661
4200650,"Mayank Desai","2020-03-22 18:22:18",0.79528
4521389,JoyZ,"2020-03-22 18:25:42",1.00000
4588723,"Siarhei Fialka","2020-03-22 23:00:18",0.84523
4587933,"Ayush Arora #2","2020-03-23 00:42:39",0.78148
4511321,"Raenish David","2020-03-23 03:42:39",0.80753
4346189,CLoon,"2020-03-23 09:02:12",0.82899
4340986,Aleksandr,"2020-03-23 16:34:05",0.84308
4389434,DanZter,"2020-03-23 16:43:15",0.82041
4200650,"Mayank Desai","2020-03-23 18:51:43",0.79589
4445240,"aditya borkar","2020-03-23 19:57:22",0.54918
4445240,"aditya borkar","2020-03-23 21:29:55",0.79895
4445240,"aditya borkar","2020-03-23 21:39:49",0.80539
4171069,5amessi,"2020-03-23 22:00:19",0.84094
4587933,"Ayush Arora #2","2020-03-24 01:05:00",0.80049
4343008,"Eleven Musk","2020-03-24 11:15:46",0.79221
4343008,"Eleven Musk","2020-03-24 13:09:11",0.80049
4562568,SamanthaZambezi,"2020-03-25 13:26:58",0.61630
4568250,yucyuan,"2020-03-26 01:38:15",0.78148
4422240,lance4129,"2020-03-28 21:18:11",0.80692
4264039,"Rob Pal","2020-03-28 22:19:30",0.80232
4264039,"Rob Pal","2020-03-28 22:54:35",0.80447
4374116,Marci,"2020-03-29 12:47:44",0.83174
4374116,Marci,"2020-03-29 13:00:32",0.83665
4374116,Marci,"2020-03-29 13:37:26",0.83818
4511321,"Raenish David","2020-03-29 14:36:51",0.80784
4511321,"Raenish David","2020-03-29 18:57:56",0.81152
4328496,"Mina Sonbol","2020-03-31 21:01:00",0.49095
4328496,"Mina Sonbol","2020-03-31 21:08:10",0.67177
4328496,"Mina Sonbol","2020-03-31 21:13:19",0.75452
4641938,"Manan Bansal","2020-03-31 23:04:38",0.78271
4641938,"Manan Bansal","2020-04-01 10:40:14",0.78853
4641938,"Manan Bansal","2020-04-01 12:23:33",0.78915
4647917,PandaTheAmanda,"2020-04-01 18:45:00",0.78915
4328496,"Mina Sonbol","2020-04-01 19:50:06",0.77015
4653860,KCKamojjala,"2020-04-01 23:25:48",0.76218
4641938,"Manan Bansal","2020-04-02 07:23:11",0.79405
4322090,"Qilin Chu","2020-04-02 07:38:37",0.79742
4641938,"Manan Bansal","2020-04-02 11:28:43",0.79436
4641938,"Manan Bansal","2020-04-02 12:11:31",0.79528
4322090,"Qilin Chu","2020-04-02 12:17:35",0.83879
4509771,"Diego Silveira","2020-04-02 16:11:05",0.22341
4599216,ddonnn,"2020-04-02 16:19:56",0.78608
4599216,ddonnn,"2020-04-02 16:31:00",0.79007
4509771,"Diego Silveira","2020-04-02 17:27:21",0.78026
4509771,"Diego Silveira","2020-04-03 09:02:46",0.78761
4509771,"Diego Silveira","2020-04-03 11:39:48",0.79129
4532700,Madz2000,"2020-04-03 11:55:08",0.66809
4509771,"Diego Silveira","2020-04-03 11:55:32",0.80018
4647917,PandaTheAmanda,"2020-04-04 19:38:36",0.79742
4611574,"Siddarth Ganesh","2020-04-05 12:30:31",0.80110
4599216,ddonnn,"2020-04-05 13:07:54",0.82562
4284208,Born1114,"2020-04-05 20:37:31",0.79497
4611574,"Siddarth Ganesh","2020-04-06 03:20:11",0.80294
4611574,"Siddarth Ganesh","2020-04-06 04:10:27",0.80815
